names,region,eng_state,admin_date,voc_1,voc_2,voc_3,voc_4,voc_5,voc_6,voc_7,voc_8,cont_1_read_voc,cont_2_read_det,cont_3_read_mi,cont_4_list_det,cont_5_list_voc,cont_6_list_mi,cont_7_rl_ci,cont_8_rl_ci,empd_1_read_voc,empd_2_read_mi,empd_3_read_det,empd_4_list_voc,empd_5_list_det,empd_6_list_mi,empd_7_rl_ci,empd_8_rl_ci,ethc_1_read_mi,ethc_2_read_voc,ethc_3_read_det,ethc_4_list_voc,ethc_5_list_det,ethc_6_list_mi,ethc_7_rl_ci,ethc_8_rl_ci,tort_1_read_mi,tort_2_read_det,tort_3_read_voc,tort_4_list_det,tort_5_list_mi,tort_6_list_voc,tort_7_rl_ci,tort_8_rl_ci
Mia Winter,North Africa,ESL,1949-12-25T02:52:43Z,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
Alina Geier,North Africa,ESL,1947-11-07T21:14:45Z,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
Johannes Karner,North Africa,ESL,1959-11-02T18:11:03Z,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
Johanna Jung,North Africa,ESL,1955-02-06T15:14:22Z,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
Lara Wolf,North Africa,ESL,1922-12-16T03:19:04Z,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
Niklas Pichler,North Africa,ESL,1967-03-31T17:21:30Z,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
Dr. Pia Just,North Africa,ESL,2013-03-05T21:54:17Z,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
Gernot Haas,North Africa,ESL,1962-05-11T00:27:52Z,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
Niklas Kainz,North Africa,ESL,2009-02-10T08:09:26Z,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
Anna Bauer,North Africa,ESL,1996-08-31T08:20:02Z,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
Pia Holzer,North Africa,ESL,1956-11-10T01:37:19Z,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
David Müllner,North Africa,ESL,1979-03-25T00:48:28Z,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1
Noah Grabner,North Africa,ESL,2012-02-22T06:46:25Z,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1
Ing. Bernhard Koller,North Africa,ESL,1987-02-24T04:55:48Z,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1
Dr. Samuel Winter,North Africa,ESL,1929-06-10T13:32:37Z,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1
Andreas Berger,North Africa,ESL,1949-12-21T11:41:09Z,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1
Laura Itzlinger,North Africa,ESL,1921-08-30T00:17:00Z,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1
Florian Schmid,North Africa,ESL,1967-02-23T02:02:57Z,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1
Prof. Emil Fischer,North Africa,ESL,2014-02-28T03:51:54Z,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1
Jana Maier,North Africa,ESL,1956-06-14T20:32:00Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Dipl.-Ing. Lara Riegler,North Africa,ESL,1980-08-05T01:20:15Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Christian Haas,North Africa,ESL,1994-11-24T14:22:01Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Anna Gruber,North Africa,ESL,1949-07-01T01:06:33Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Matthias Müllner,North Africa,ESL,1971-02-24T01:28:50Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Lena Moser,North Africa,ESL,1937-12-23T11:06:14Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Prof. Valentin Fischer,North Africa,ESL,1975-11-09T03:13:20Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Robert Berger,North Africa,ESL,1982-09-21T13:12:11Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Prof. Leo Jobst,North Africa,ESL,1987-02-13T10:43:44Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Johanna Ircher,North Africa,ESL,1961-01-31T22:19:46Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Laura Aigner,North Africa,ESL,1991-12-18T17:37:15Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Andreas Berger,North Africa,ESL,2011-11-21T10:17:38Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Christian Reiter,North Africa,ESL,1968-05-13T14:54:02Z,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Bernhard Fasching,North Africa,ESL,1988-04-05T22:24:06Z,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
Matthias Wimmer,North Africa,ESL,2003-08-06T22:57:26Z,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
Thomas Ferstel,North Africa,ESL,1973-09-07T11:22:10Z,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
Max Maier,North Africa,ESL,1923-01-30T12:12:23Z,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
Philipp Karl,North Africa,ESL,2003-07-19T09:58:54Z,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
Paula Mair,North Africa,ESL,1999-02-04T11:19:10Z,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
Pia Reiter,North Africa,ESL,1935-10-12T08:00:24Z,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
Prof. Laura Jobst,North Africa,ESL,1977-12-29T14:57:49Z,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
David Ferstel,North Africa,ESL,1941-03-15T16:09:37Z,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
Univ.Prof. Hanna Fischer,North Africa,ESL,2009-01-24T19:53:14Z,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
Robert Weber,North Africa,ESL,1934-02-14T18:34:09Z,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Theresa Jungbauer,North Africa,ESL,1990-11-13T04:19:59Z,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Gabriel Bauer,North Africa,ESL,1931-08-07T00:07:46Z,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Sebastian Hofer,North Africa,ESL,1930-06-11T21:23:33Z,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Leon Grabner,North Africa,ESL,1953-07-26T12:43:29Z,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Fransizka Haiden,North Africa,ESL,1975-09-05T15:25:52Z,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Moritz Weiss,North Africa,ESL,1998-05-14T04:15:58Z,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Marianne Saikkonen,West Africa,ESL,1976-04-10T23:44:18Z,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Kristiina Kivinen,West Africa,ESL,1944-07-10T20:42:14Z,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Martti Hintikka,West Africa,ESL,1983-07-28T15:22:05Z,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
Aatu Harju,West Africa,ESL,1989-06-04T18:58:34Z,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
Artturi Helminen,West Africa,ESL,1995-06-16T05:16:26Z,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
Terhikki Vainikainen,West Africa,ESL,1947-10-08T21:15:15Z,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
Tilda Huotari,West Africa,ESL,1967-05-21T23:59:59Z,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
"Rannisto, Paavo",West Africa,ESL,2015-11-29T00:53:09Z,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
Vellamo Karppinen,West Africa,ESL,1928-06-04T10:38:47Z,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
"Onnela, Noora",West Africa,ESL,1982-06-07T17:32:25Z,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
"Aarnio, Raimo",West Africa,ESL,2006-03-10T20:16:43Z,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
"Tiihonen, Nelli",West Africa,ESL,2016-05-12T05:19:19Z,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
Hilla Elsilä,West Africa,ESL,1965-04-15T14:20:22Z,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
"Asunmaa, Mauno",West Africa,ESL,1947-02-08T04:43:01Z,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
"Pyysalo, Siiri",West Africa,ESL,1985-11-21T16:26:21Z,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Neea Reinikainen,West Africa,ESL,2008-03-29T15:47:16Z,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Aksel Kuusela,West Africa,ESL,1949-04-27T19:16:09Z,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Saana Häkämies,West Africa,ESL,1976-06-14T20:11:00Z,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"Kainulainen, Maarit",West Africa,ESL,1988-08-13T05:14:29Z,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"Naarajärvi, Heikki",West Africa,ESL,1941-03-19T06:58:20Z,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Virve Miettunen,West Africa,ESL,1928-08-17T10:47:53Z,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"Ahde, Pauli",West Africa,ESL,1977-07-30T06:49:30Z,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"Vuolle, Jade",West Africa,ESL,1982-11-10T03:36:43Z,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
"Miettunen, Rauli",West Africa,ESL,2015-06-09T17:40:21Z,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
"Holappa, Nea",West Africa,ESL,1989-11-06T17:12:22Z,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
"Varala, Anu",West Africa,ESL,1944-06-03T02:48:34Z,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
"Ylisuvanto, Ilkka",West Africa,ESL,1936-01-07T01:25:23Z,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
Jyri Ylioja,West Africa,ESL,1932-09-19T07:21:20Z,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
"Mäkilä, Pellervo",West Africa,ESL,1958-05-06T07:15:22Z,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
Marianna Virtanen,West Africa,ESL,1957-12-12T18:57:20Z,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
Lenni Rahikainen,West Africa,ESL,1920-11-25T18:34:26Z,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
Irmeli Viljanen,West Africa,ESL,1986-05-14T02:47:51Z,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
Aili Räisänen,West Africa,ESL,2011-10-23T06:56:01Z,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Marjut Pennanen,West Africa,ESL,1965-12-15T13:26:14Z,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"Harjula, Jouni",West Africa,ESL,2012-07-25T14:07:58Z,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"Jokinen, Soilikki",West Africa,ESL,1947-07-30T10:36:09Z,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"Saksala, Santtu",West Africa,ESL,1961-03-01T04:17:50Z,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Tuukka Pasanen,West Africa,ESL,1983-01-12T22:08:50Z,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Valto Tuuri,West Africa,ESL,2016-07-30T23:40:15Z,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Marianne Isotalo,West Africa,ESL,1940-06-18T14:14:38Z,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Perttu Keskinen,West Africa,ESL,1948-02-24T21:42:41Z,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Viljo Ahola,West Africa,ESL,1991-07-31T16:33:29Z,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
Niina Hynninen,West Africa,ESL,2015-05-16T12:16:27Z,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
Tyyni Nevalainen,West Africa,ESL,1955-12-18T03:28:58Z,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
Lemmitty Ylöstalo,West Africa,ESL,1991-04-10T00:20:37Z,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
Irmeli Ilmola,West Africa,ESL,1931-07-10T08:31:24Z,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
Leila Ojakangas,West Africa,ESL,1956-08-03T18:38:31Z,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
Jonna Laitinen,West Africa,ESL,2016-04-08T01:50:04Z,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
Taavetti Ojala,West Africa,ESL,1934-09-13T16:31:32Z,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"Välkkynen, Juhani",West Africa,ESL,2012-08-30T23:19:20Z,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
Julia Moilanen,West Africa,ESL,2004-12-28T17:41:09Z,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"Vainio, Wilhelmiina",West Africa,ESL,1978-05-16T05:26:20Z,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"Rautio, Sisko",West Africa,ESL,2013-10-10T10:00:22Z,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Leinonen, Valtteri",West Africa,ESL,1989-11-22T23:30:28Z,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Aila Mikkola,West Africa,ESL,1957-02-01T05:21:40Z,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Waltteri Ylioja,West Africa,ESL,1920-11-24T22:52:41Z,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Josefiina Pirhonen,West Africa,ESL,1948-04-28T17:34:14Z,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
"Ylinen, Anttoni",West Africa,ESL,2005-04-18T21:02:45Z,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
Marja-Riitta Saarikoski,West Africa,ESL,1922-12-07T17:36:00Z,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
"Pennanen, Eeli",West Africa,ESL,1923-05-20T11:58:12Z,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
"Koskinen, Benjam",West Africa,ESL,1929-02-27T23:41:17Z,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
"Karjalainen, Nestori",West Africa,ESL,1994-07-25T05:05:49Z,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
Hellä Lamminen,West Africa,ESL,1945-12-24T11:59:10Z,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
Asko Karonen,West Africa,ESL,1926-05-11T10:47:44Z,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
"Naarajärvi, Kaino",West Africa,ESL,1993-08-14T20:30:22Z,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
"Martikainen, Tuure",West Africa,ESL,1932-11-01T23:07:05Z,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
Niklas Suhonen,West Africa,ESL,1944-11-13T03:51:08Z,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
Valto Kangas,West Africa,ESL,1978-11-22T20:56:55Z,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
Armi Riikonen,West Africa,ESL,1954-05-03T03:05:25Z,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
"Mänty, Rebekka",West Africa,ESL,2018-08-12T15:16:55Z,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
